15051437,F,24.71,11,24.78,43,182503
15051437,M,55.7,113,55.82,17,19632
15051437,T,47.48,16,47.52,40,11523
15051437,BC,77.71,12,79.13,12,14
15051437,R,90,10,99.23,13,13
15051437,QTM,16.58,10,17.05,13,13
15051437,S,21.23,16,21.32,14,5083
15051437,AU,23.5,26,23.56,31,5423
15051437,UPS,132.4,10,134.91,12,520
15051437,A,81.39,11,81.73,13,697
15051438,GE,27.72,311,27.76,52,213409
15051438,F,24.71,11,24.78,43,182511
15051438,M,55.7,113,55.82,17,20642
15051438,T,47.48,21,47.52,40,11524
15051438,BC,77.71,12,79.13,12,14
15051438,R,90,10,99.23,13,13
15051438,QTM,16.58,10,17.05,13,13
15051438,S,21.23,16,21.32,12,5095
15051438,AU,23.5,26,23.56,23,5423
15051438,UPS,132.4,10,134.91,12,520
15051438,A,81.39,11,81.73,13,698
15051439,GE,27.72,275,27.76,52,217471
15051439,F,24.71,11,24.78,200,183077
15051439,M,55.7,113,55.81,17,20742
15051439,T,47.48,20,47.52,40,11656
15051439,BC,77.71,12,79.13,12,14
15051439,R,90,10,99.23,13,13
15051439,QTM,16.58,10,17.05,13,13
15051439,S,21.23,16,21.32,12,5095
15051439,AU,23.5,26,23.56,27,5423
15051439,UPS,132.4,10,134.91,12,520
15051439,A,81.39,11,81.73,15,698
15051440,GE,27.72,123,27.76,52,230508
15051440,F,24.71,12,24.78,216,183115
15051440,M,55.7,113,55.81,17,21822
15051440,T,47.49,33,47.53,24,17517
15051440,BC,77.71,12,79.13,12,14
15051440,R,90,10,99.23,13,13
15051440,QTM,16.58,10,17.05,13,13
15051440,S,21.23,16,21.32,12,5097
15051440,AU,23.5,12,23.56,33,5423
15051440,UPS,132.4,10,134.91,12,521
15051440,A,81.39,11,81.73,15,698
15051441,GE,27.72,103,27.76,42,234884
15051441,F,24.71,11,24.78,110,183125
15051441,M,55.7,118,55.81,17,21943
15051441,T,47.49,33,47.53,24,17523
15051441,BC,77.71,12,79.13,12,14
15051441,R,91.16,10,93.23,12,13
15051441,QTM,16.92,10,17.05,13,13
15051441,S,21.23,16,21.32,12,5278
15051441,AU,23.5,18,23.56,23,5423
15051441,UPS,132.74,10,134.43,12,562
15051441,A,81.39,11,81.73,15,698
15051442,GE,27.72,91,27.76,42,236084
15051442,F,24.71,11,24.78,90,183242
15051442,M,55.7,118,55.8,12,21973
15051442,T,47.49,33,47.53,24,17555
15051442,BC,77.71,12,79.13,12,14
15051442,R,91.16,10,93.23,12,13
15051442,QTM,16.92,10,17.05,13,13
15051442,S,21.23,16,21.32,12,5287
15051442,AU,23.5,10,23.56,28,5423
15051442,UPS,132.66,10,134.43,12,562
15051442,A,81.39,11,81.73,15,698
15051443,GE,27.72,91,27.76,42,236185
15051443,F,24.71,11,24.78,90,183253
15051443,M,55.7,118,55.8,12,21973
15051443,T,47.49,33,47.53,24,17555
15051443,BC,77.71,12,79.13,12,14
15051443,R,91.16,10,93.23,12,13
15051443,QTM,16.92,10,17.05,13,13
15051443,S,21.23,16,21.32,12,5303
15051443,AU,23.5,10,23.56,27,5423
15051443,UPS,132.66,10,134.43,12,562
15051443,A,81.39,11,81.73,15,698
15051444,GE,27.72,91,27.76,42,236200
15051444,F,24.71,11,24.78,90,183360
15051444,M,55.7,118,55.8,12,21983
15051444,T,47.49,23,47.53,24,18559
15051444,BC,77.71,12,79.13,12,14
15051444,R,91.16,10,93.00999,12,13
15051444,QTM,16.92,10,17.05,13,13
15051444,S,21.23,16,21.32,12,5308
15051444,AU,23.5,17,23.56,29,5423
15051444,UPS,132.66,10,134.43,12,562
15051444,A,81.39,11,81.73,15,698
15051445,GE,27.72,45,27.76,42,248116
15051445,F,24.71,11,24.78,90,183410
15051445,M,55.73,11,55.8,12,21983
15051445,T,47.49,22,47.53,24,18759
15051445,BC,77.89,10,79.13,12,14
15051445,R,91.16,10,93.00999,12,13
15051445,QTM,16.92,10,17.05,13,13
15051445,S,21.23,16,21.32,12,5308
15051445,AU,23.5,10,23.56,30,5423
15051445,UPS,132.52,11,134.91,12,562
15051445,A,81.39,11,81.73,15,698
15051446,GE,27.71,15,27.75,24,250548
15051446,F,24.71,11,24.78,85,183457
15051446,M,55.7,113,55.81,16,22683
15051446,T,47.48,19,47.53,66,25219
15051446,BC,77.89,10,79.13,12,14
15051446,R,91.16,10,93.00999,12,13
15051446,QTM,16.92,10,17.05,13,13
15051446,S,21.23,13,21.32,12,5312
15051446,AU,23.49,19,23.55,21,5423
15051446,UPS,132.52,11,134.91,12,562
15051446,A,81.39,11,81.73,15,698
15051447,T,47.48,12,47.53,76,25925
15051447,BC,77.89,10,79.13,12,14
15051447,R,91.16,10,93.00999,12,13
15051447,QTM,16.92,10,17.05,13,13
15051447,S,21.23,13,21.32,12,5314
15051447,AU,23.48,24,23.55,31,5726
15051447,UPS,132.52,11,134.91,12,562
15051447,A,81.39,11,81.73,12,728
15051447,GE,27.7,736,27.74,26,253145
15051447,F,24.71,11,24.78,93,183471
15051447,M,55.71,11,55.81,16,23883
15051448,GE,27.7,733,27.74,26,253580
15051448,F,24.71,11,24.78,92,183675
15051448,M,55.71,10,55.81,16,24019
15051448,T,47.45,19,47.53,95,26800
15051448,BC,77.89,10,79.13,12,14
15051448,R,91.38,10,92.96001,12,13
15051448,QTM,16.58,10,17.05,13,13
15051448,S,21.23,10,21.32,12,5328
15051448,AU,23.48,19,23.54,31,5726
15051448,UPS,132.4,10,134.91,12,562
15051448,A,81.39,11,81.73,12,728
15051449,GE,27.7,322,27.75,16,295258
15051449,F,24.71,11,24.78,154,183694
15051449,M,55.7,41,55.79,20,31454
15051449,T,47.38,27,47.48,13,31521
15051449,BC,77.71,12,79.13,12,14
15051449,R,91.38,10,92.85001,12,13
15051449,QTM,16.83,12,17.05,13,13
15051449,S,21.23,10,21.32,12,5328
15051449,AU,23.49,17,23.54,14,5826
15051449,UPS,132.4,10,134.91,12,562
15051449,A,81.05,14,81.73,12,1120
15051450,GE,27.68,24,27.73,55,327964
15051450,F,24.71,11,24.78,179,183744
15051450,M,55.7,33,55.83,12,32254
15051450,T,47.39,18,47.48,26,31643
15051450,BC,77.71,12,79.13,12,14
15051450,R,91.43,10,92.85001,13,13
15051450,QTM,16.83,12,17.05,13,13
15051450,S,21.23,22,21.32,24,5329
15051450,AU,23.47,14,23.55,13,7326
15051450,UPS,132.7,10,134.31,12,563
15051450,A,81.2,10,81.73,12,1120
15051451,GE,27.68,79,27.72,35,1399656
15051451,F,24.7,62,24.74,151,937009
15051451,M,55.7,11,55.76,12,150735
15051451,T,47.45,36,47.49,14,421513
15051451,BC,78.66,12,78.83,13,3893
15051451,R,91.75999,10,92.06999,12,2232
15051451,QTM,16.95,18,17.04,12,495
15051451,S,21.31,41,21.35,22,149955
15051451,AU,23.47,16,23.51,25,24656
15051451,UPS,133.46,11,133.69,15,15680
15051451,A,81.32999,12,81.47,12,13445
15051452,GE,27.68,84,27.72,143,1474729
15051452,F,24.7,98,24.74,156,1094337
15051452,M,55.61,10,55.66,12,169868
15051452,T,47.46,21,47.5,17,448684
15051452,BC,78.68,11,78.82,12,3893
15051452,R,91.75999,10,92.06999,13,2232
15051452,QTM,16.99,43,17.04,12,695
15051452,S,21.31,40,21.35,38,198993
15051452,AU,23.49,21,23.53,14,35492
15051452,UPS,133.66,12,133.86,12,17183
15051452,A,81.41,10,81.60001,12,15551
15051453,GE,27.69,109,27.73,184,1737076
15051453,F,24.7,36,24.74,185,1317876
15051453,M,55.77,10,55.83,13,201908
15051453,T,47.54,26,47.58,134,557093
15051453,BC,78.72,12,78.82,12,4412
15051453,R,92.03999,10,92.28999,12,2439
15051453,QTM,16.99,43,17.04,12,895
15051453,S,21.32,30,21.36,199,244536
15051453,AU,23.49,26,23.53,13,37282
15051453,UPS,134.07,10,134.25,13,28743
15051453,A,81.64,10,81.8,13,17591
15051454,GE,27.69,214,27.73,119,1808444
15051454,F,24.7,164,24.74,156,1446870
15051454,M,55.84,15,55.89,13,257019
15051454,T,47.53,22,47.57,37,645212
15051454,BC,78.83,10,79.05,12,6729
15051454,R,92.25999,10,92.39999,12,2701
15051454,QTM,16.98,43,17.04,12,2158
15051454,S,21.32,28,21.36,356,298887
15051454,AU,23.49,28,23.53,13,38287
15051454,UPS,133.98,11,134.21,12,30400
15051454,A,81.64999,12,81.78,13,21873
15051455,GE,27.69,198,27.73,112,1870857
15051455,F,24.71,243,24.75,141,1651889
15051455,M,55.89,10,55.93,12,301577
15051455,T,47.54,43,47.58,14,725368
15051455,BC,78.83,11,79.04,13,6730
15051455,R,92.02,11,92.38,12,3165
15051455,QTM,16.98,43,17.04,16,2558
15051455,S,21.32,43,21.36,343,318858
15051455,AU,23.49,29,23.53,12,38487
15051455,UPS,133.82,10,133.97,12,31673
15051455,A,81.85,11,81.99001,12,32957
15051456,GE,27.69,337,27.73,136,2030473
15051456,F,24.74,147,24.78,295,1903189
15051456,M,56.22,13,56.28,17,413960
15051456,T,47.56,18,47.6,34,826220
15051456,BC,78.83,10,79.04,16,7030
15051456,R,92.02,10,92.36,13,3265
15051456,QTM,16.98,43,17.04,16,2658
15051456,S,21.33,144,21.37,1304,338123
15051456,AU,23.49,56,23.53,12,41011
15051456,UPS,133.89,10,134.05,12,35890
15051456,A,81.92,10,81.98,12,43657
15051457,GE,27.69,285,27.73,192,2232800
15051457,F,24.73,267,24.77,296,2029663
15051457,M,55.88,13,55.95,15,461667
15051457,T,47.54,37,47.58,30,918296
15051457,BC,78.83,10,79.04,16,7030
15051457,R,92.02,10,92.2,12,3265
15051457,QTM,16.98,43,17.04,16,2858
15051457,S,21.33,124,21.37,954,349112
15051457,AU,23.47,19,23.51,18,53033
15051457,UPS,133.8,11,133.97,12,39167
15051457,A,81.74,12,81.84,12,49793
15051458,GE,27.69,205,27.73,107,2408185
15051458,F,24.76,140,24.8,247,2574928
15051458,M,55.82,12,55.88,12,514805
15051458,T,47.51,44,47.55,15,1002427
15051458,BC,78.83,11,78.98,15,7032
15051458,R,92.02,11,92.31999,12,3804
15051458,QTM,16.98,18,17.04,18,5358
15051458,S,21.33,145,21.37,1003,363135
15051458,AU,23.47,35,23.51,24,79183
15051458,UPS,133.82,11,133.96,12,39312
15051458,A,81.78999,20,81.94,17,53227
15051459,GE,27.69,242,27.73,337,2686876
15051459,F,24.8,332,24.84,194,2806663
15051459,M,55.81,14,55.87,12,540635
15051459,T,47.48,16,47.52,34,1064331
15051459,BC,78.83,11,78.97,12,7032
15051459,R,92.02,11,92.31999,12,3850
15051459,QTM,16.97,10,17.04,18,6529
15051459,S,21.33,110,21.37,1034,373285
15051459,AU,23.47,15,23.51,32,79366
15051459,UPS,133.91,11,134.06,13,40850
15051459,A,81.64999,12,81.78,12,58484
15051460,BC,78.8,10,78.93,12,9012
15051460,R,92.02,11,92.31999,12,3850
15051460,QTM,16.97,10,17.04,18,6580
15051460,S,21.33,152,21.37,1020,385775
15051460,AU,23.47,18,23.51,25,79966
15051460,UPS,133.96,12,134.1,12,42279
15051460,A,81.66,13,81.78,12,58492
15051460,GE,27.69,104,27.73,298,2913124
15051460,F,24.78,129,24.82,220,3091763
15051460,M,55.74,11,55.78,13,577000
15051460,T,47.46,17,47.5,44,1122049
15051461,GE,27.72,272,27.76,68,3345597
15051461,F,24.79,373,24.83,225,3215872
15051461,M,55.78,14,55.83,13,604473
15051461,T,47.48,29,47.52,43,1225282
15051461,BC,78.81,10,78.92,13,9119
15051461,R,92.02,11,92.31999,12,3880
15051461,QTM,16.97,10,17.04,18,6630
15051461,S,21.32,189,21.36,123,452472
15051461,AU,23.49,20,23.53,51,103859
15051461,UPS,134.04,11,134.2,12,47801
15051461,A,81.8,14,81.89,14,61675
15051462,GE,27.73,228,27.77,57,3614919
15051462,F,24.79,454,24.83,272,3315211
15051462,M,55.87,11,55.92,15,637695
15051462,T,47.48,37,47.52,35,1331563
15051462,BC,78.81,10,78.92,13,9119
15051462,R,92.02,11,92.31999,12,3880
15051462,QTM,16.97,11,17.04,18,6630
15051462,S,21.33,596,21.37,936,465368
15051462,AU,23.51,22,23.55,29,112790
15051462,UPS,134.16,14,134.26,12,56198
15051462,A,81.8,11,81.88,13,68114
15051463,GE,27.75,268,27.79,70,3870435
15051463,F,24.79,362,24.83,279,3432785
15051463,M,55.95,14,56,14,669284
15051463,T,47.48,33,47.52,41,1390784
15051463,BC,78.81,10,78.92,13,9372
15051463,R,92.02,11,92.31999,12,3880
